"","id","hand","year","month","day","hour","minute","seconds","blocking","block","trial","iti","rt","response_time","too_soon","too_late","xfix","yfix","xtarget","ytarget"
"245",5,2,2017,11,23,10,54,37.94,1,1,5,1.6324,0.46642,1.091,0,0,1820,538,671,535
"246",5,2,2017,11,23,10,54,37.94,1,1,6,1.0975,0.47065,1.6626,0,0,1805,542,671,540
"247",5,2,2017,11,23,10,54,37.94,1,1,7,1.2785,0.70726,1.1274,0,0,1794,538,669,519
"248",5,2,2017,11,23,10,54,37.94,1,1,8,1.5469,0.37513,0.78654,0,0,1796,549,688,536
"249",5,2,2017,11,23,10,54,37.94,1,1,9,1.9575,0.40432,1.4495,0,0,1797,546,669,543
"250",5,2,2017,11,23,10,54,37.94,1,1,10,1.9649,0.46514,0.79197,0,0,1809,545,675,546
"251",5,2,2017,11,23,10,54,37.94,1,2,1,1.7513,0.40428,0.83957,0,0,1795,534,673,544
"252",5,2,2017,11,23,10,54,37.94,1,2,2,1.2551,0.45917,0.83736,0,0,1808,536,713,544
"253",5,2,2017,11,23,10,54,37.94,1,2,3,1.506,0.33475,0.79179,0,0,1796,532,626,509
"254",5,2,2017,11,23,10,54,37.94,1,2,4,1.6991,0.32339,0.96264,0,0,1802,540,664,555
"255",5,2,2017,11,23,10,54,37.94,1,2,5,1.8909,0.38868,0.95392,0,0,1804,546,667,547
"256",5,2,2017,11,23,10,54,37.94,1,2,6,1.9593,0.39228,0.96651,0,0,1801,540,663,534
"257",5,2,2017,11,23,10,54,37.94,1,2,7,1.5472,0.35303,1.1155,0,0,1814,545,664,531
"258",5,2,2017,11,23,10,54,37.94,1,2,8,1.1386,0.49902,0.78987,0,0,1798,537,649,551
"259",5,2,2017,11,23,10,54,37.94,1,2,9,1.1493,0.35431,0.61558,0,0,1797,536,673,529
"260",5,2,2017,11,23,10,54,37.94,1,2,10,1.2575,0.3616,0.61595,0,0,1796,545,678,533
"261",5,2,2017,11,23,10,54,37.94,1,2,11,1.8407,0.33924,0.61511,0,0,1803,544,680,509
"262",5,2,2017,11,23,10,54,37.94,1,2,12,1.2543,0.39372,0.83702,0,0,1802,541,666,550
"263",5,2,2017,11,23,10,54,37.94,1,2,13,1.8143,0.3352,0.59754,0,0,1811,543,663,530
"264",5,2,2017,11,23,10,54,37.94,1,2,14,1.2435,0.48373,0.74295,0,0,1796,543,680,572
"265",5,2,2017,11,23,10,54,37.94,1,2,15,1.9293,0.40589,0.69631,0,0,1801,524,687,507
"266",5,2,2017,11,23,10,54,37.94,1,2,16,1.35,0.35175,0.77265,0,0,1802,544,654,559
"267",5,2,2017,11,23,10,54,37.94,1,2,17,1.1966,0.45999,0.85217,0,0,1798,543,676,513
"268",5,2,2017,11,23,10,54,37.94,1,2,18,1.2511,0.45217,0.96743,0,0,1813,551,675,545
"269",5,2,2017,11,23,10,54,37.94,1,2,19,1.616,0.38826,0.64963,0,0,1797,533,703,540
"270",5,2,2017,11,23,10,54,37.94,1,2,20,1.4733,0.36186,0.65914,0,0,1803,538,675,513
"271",5,2,2017,11,23,10,54,37.94,1,3,1,1.1067,0.54938,0.88329,0,0,1804,540,669,595
"272",5,2,2017,11,23,10,54,37.94,1,3,2,1.9619,0.37198,0.73444,0,0,1799,538,651,541
"273",5,2,2017,11,23,10,54,37.94,1,3,3,1.0046,0.52556,0.80892,0,0,1808,538,692,542
"274",5,2,2017,11,23,10,54,37.94,1,3,4,1.7749,0.35351,0.60037,0,0,1809,535,671,521
"275",5,2,2017,11,23,10,54,37.94,1,3,5,1.8173,0.36365,0.60985,0,0,1805,538,665,559
"276",5,2,2017,11,23,10,54,37.94,1,3,6,1.8687,0.3544,0.57976,0,0,1812,542,726,538
"277",5,2,2017,11,23,10,54,37.94,1,3,7,1.0844,0.41739,0.6496,0,0,1808,528,695,558
"278",5,2,2017,11,23,10,54,37.94,1,3,8,1.3998,0.35455,0.60058,0,0,1803,536,616,537
"279",5,2,2017,11,23,10,54,37.94,1,3,9,1.2599,0.36508,1.7155,0,0,1799,532,698,542
"280",5,2,2017,11,23,10,54,37.94,1,3,10,1.8001,0.31898,0.61682,0,0,1805,540,661,553
"281",5,2,2017,11,23,10,54,37.94,1,4,1,1.547,0.35078,0.57493,0,0,1800,539,654,532
"282",5,2,2017,11,23,10,54,37.94,1,4,2,1.2963,0.31972,0.57297,0,0,1810,548,657,528
"283",5,2,2017,11,23,10,54,37.94,1,4,3,1.7447,0.32376,0.55604,0,0,1781,530,690,543
"284",5,2,2017,11,23,10,54,37.94,1,4,4,1.189,0.34909,0.59561,0,0,1793,538,673,528
"285",5,2,2017,11,23,10,54,37.94,1,4,5,1.6868,0.36193,0.58079,0,0,1801,545,731,540
"286",5,2,2017,11,23,10,54,37.94,1,4,6,1.1835,0.36293,0.61707,0,0,1802,540,692,517
"287",5,2,2017,11,23,10,54,37.94,1,4,7,1.3685,0.29929,1.2805,0,0,1802,540,661,557
"288",5,2,2017,11,23,10,54,37.94,1,4,8,1.6256,0.32832,1.1053,0,0,1809,538,676,538
"289",5,2,2017,11,23,10,54,37.94,1,4,9,1.7802,0.35491,0.60201,0,0,1811,547,638,518
"290",5,2,2017,11,23,10,54,37.94,1,4,10,1.0811,0.3971,0.70234,0,0,1814,536,659,548
"291",5,2,2017,11,23,10,54,37.94,1,4,11,1.9294,0.31687,0.59304,0,0,1810,543,636,528
"292",5,2,2017,11,23,10,54,37.94,1,4,12,1.7757,0.33959,1.0947,0,0,1814,538,656,530
"293",5,2,2017,11,23,10,54,37.94,1,4,13,1.4868,0.33553,0.62681,0,0,1803,542,638,538
"294",5,2,2017,11,23,10,54,37.94,1,4,14,1.4359,0.35072,0.61281,0,0,1804,548,669,575
"295",5,2,2017,11,23,10,54,37.94,1,4,15,1.4468,0.3389,0.56322,0,0,1816,534,678,534
"296",5,2,2017,11,23,10,54,37.94,1,4,16,1.3063,0.38544,0.61869,0,0,1793,538,669,511
"297",5,2,2017,11,23,10,54,37.94,1,4,17,1.5085,0.36016,0.74607,0,0,1800,535,638,513
"298",5,2,2017,11,23,10,54,37.94,1,4,18,1.5108,0.29128,0.5241,0,0,1807,541,687,538
"299",5,2,2017,11,23,10,54,37.94,1,4,19,1.8176,0.40488,0.64515,0,0,1789,538,638,506
"300",5,2,2017,11,23,10,54,37.94,1,4,20,1.7948,0.30176,0.54104,0,0,1814,536,693,538
"301",6,2,2017,11,21,10,33,26.879,2,1,1,1.8147,0.90581,NA,0,1,1812,548,NA,NA
"302",6,2,2017,11,21,10,33,26.879,2,1,2,1.9058,0.30156,0.81008,0,0,1780,530,566,534
"303",6,2,2017,11,21,10,33,26.879,2,1,3,1.127,0.7428,1.3518,0,0,1791,534,606,539
"304",6,2,2017,11,21,10,33,26.879,2,1,4,1.9134,0.29965,0.9451,0,0,1788,542,539,507
"305",6,2,2017,11,21,10,33,26.879,2,1,5,1.6324,0.27607,0.83559,0,0,1795,542,674,571
"306",6,2,2017,11,21,10,33,26.879,2,1,6,1.0975,0.44497,2.317,0,0,1780,536,613,509
"307",6,2,2017,11,21,10,33,26.879,2,1,7,1.2785,NA,NA,1,0,1810,553,NA,NA
"308",6,2,2017,11,21,10,33,26.879,2,1,8,1.5469,0.57176,1.1461,0,0,1796,529,642,553
"309",6,2,2017,11,21,10,33,26.879,2,1,9,1.9575,0.34337,1.4396,0,0,1802,534,584,506
"310",6,2,2017,11,21,10,33,26.879,2,1,10,1.9649,0.46636,1.0704,0,0,1793,531,568,517
"311",6,2,2017,11,21,10,33,26.879,2,2,1,1.7513,0.32626,0.90817,0,0,1802,535,643,525
"312",6,2,2017,11,21,10,33,26.879,2,2,2,1.2551,0.39028,1.5022,0,0,1784,520,624,505
"313",6,2,2017,11,21,10,33,26.879,2,2,3,1.506,0.33826,1.6321,0,0,1792,549,639,500
"314",6,2,2017,11,21,10,33,26.879,2,2,4,1.6991,1.0601,1.6276,0,0,1801,536,646,544
"315",6,2,2017,11,21,10,33,26.879,2,2,5,1.8909,0.41786,0.98494,0,0,1797,530,620,529
"316",6,2,2017,11,21,10,33,26.879,2,2,6,1.9593,0.28436,0.75628,0,0,1803,520,596,568
"317",6,2,2017,11,21,10,33,26.879,2,2,7,1.5472,0.33081,0.77308,0,0,1798,529,618,512
"318",6,2,2017,11,21,10,33,26.879,2,2,8,1.1386,0.38174,0.9187,0,0,1780,531,623,527
"319",6,2,2017,11,21,10,33,26.879,2,2,9,1.1493,0.32756,1.3085,0,0,1797,535,647,473
"320",6,2,2017,11,21,10,33,26.879,2,2,10,1.2575,0.31556,2.0006,0,0,1806,536,611,495
"321",6,2,2017,11,21,10,33,26.879,2,2,11,1.8407,0.32396,0.78902,0,0,1805,531,608,523
"322",6,2,2017,11,21,10,33,26.879,2,2,12,1.2543,0.31279,0.88798,0,0,1790,530,598,509
"323",6,2,2017,11,21,10,33,26.879,2,2,13,1.8143,0.33923,1.2108,0,0,1793,544,603,505
"324",6,2,2017,11,21,10,33,26.879,2,2,14,1.2435,0.31402,1.7159,0,0,1808,532,646,531
"325",6,2,2017,11,21,10,33,26.879,2,2,15,1.9293,0.26871,1.5909,0,0,1812,537,619,516
"326",6,2,2017,11,21,10,33,26.879,2,2,16,1.35,0.29252,1.5629,0,0,1788,526,601,472
"327",6,2,2017,11,21,10,33,26.879,2,2,17,1.1966,0.57549,1.033,0,0,1782,523,616,572
"328",6,2,2017,11,21,10,33,26.879,2,2,18,1.2511,0.40957,0.9544,0,0,1795,540,620,509
"329",6,2,2017,11,21,10,33,26.879,2,2,19,1.616,0.29806,0.69007,0,0,1794,530,689,518
"330",6,2,2017,11,21,10,33,26.879,2,2,20,1.4733,0.46503,0.95323,0,0,1804,535,673,518
"331",6,2,2017,11,21,10,33,26.879,2,3,1,1.1067,0.28314,0.81994,0,0,1797,535,657,530
"332",6,2,2017,11,21,10,33,26.879,2,3,2,1.9619,0.30805,0.88096,0,0,1808,537,633,520
"333",6,2,2017,11,21,10,33,26.879,2,3,3,1.0046,0.38904,0.9272,0,0,1784,534,646,509
"334",6,2,2017,11,21,10,33,26.879,2,3,4,1.7749,0.28406,0.76292,0,0,1793,530,631,521
"335",6,2,2017,11,21,10,33,26.879,2,3,5,1.8173,0.29919,2.5737,0,0,1800,533,650,522
"336",6,2,2017,11,21,10,33,26.879,2,3,6,1.8687,0.27024,1.0608,0,0,1801,529,634,512
"337",6,2,2017,11,21,10,33,26.879,2,3,7,1.0844,0.29318,1.2744,0,0,1780,529,642,513
"338",6,2,2017,11,21,10,33,26.879,2,3,8,1.3998,0.27289,0.72865,0,0,1789,525,635,519
"339",6,2,2017,11,21,10,33,26.879,2,3,9,1.2599,0.26013,1.3643,0,0,1787,520,666,532
"340",6,2,2017,11,21,10,33,26.879,2,3,10,1.8001,0.34539,0.78732,0,0,1800,535,623,495
"341",6,2,2017,11,21,10,33,26.879,2,4,1,1.547,0.35952,0.97766,0,0,1797,525,648,525
"342",6,2,2017,11,21,10,33,26.879,2,4,2,1.2963,0.33629,1.0918,0,0,1803,533,659,520
"343",6,2,2017,11,21,10,33,26.879,2,4,3,1.7447,0.31122,0.77558,0,0,1795,529,670,517
"344",6,2,2017,11,21,10,33,26.879,2,4,4,1.189,0.32401,0.8762,0,0,1794,531,628,507
"345",6,2,2017,11,21,10,33,26.879,2,4,5,1.6868,0.31922,1.4824,0,0,1783,533,656,522
"346",6,2,2017,11,21,10,33,26.879,2,4,6,1.1835,0.30526,2.9624,0,0,1790,525,651,510
"347",6,2,2017,11,21,10,33,26.879,2,4,7,1.3685,0.32301,1.1063,0,0,1804,533,648,516
"348",6,2,2017,11,21,10,33,26.879,2,4,8,1.6256,0.29093,0.9009,0,0,1801,534,645,523
"349",6,2,2017,11,21,10,33,26.879,2,4,9,1.7802,0.27588,0.77683,0,0,1783,523,652,529
"350",6,2,2017,11,21,10,33,26.879,2,4,10,1.0811,0.39574,1.499,0,0,1784,520,656,518
"351",6,2,2017,11,21,10,33,26.879,2,4,11,1.9294,0.27747,0.86472,0,0,1796,536,649,536
"352",6,2,2017,11,21,10,33,26.879,2,4,12,1.7757,0.29259,1.4108,0,0,1792,534,654,529
"353",6,2,2017,11,21,10,33,26.879,2,4,13,1.4868,0.27274,0.8029,0,0,1782,555,641,517
"354",6,2,2017,11,21,10,33,26.879,2,4,14,1.4359,0.24761,0.76468,0,0,1794,543,627,522
"355",6,2,2017,11,21,10,33,26.879,2,4,15,1.4468,0.34321,0.86754,0,0,1786,520,630,520
"356",6,2,2017,11,21,10,33,26.879,2,4,16,1.3063,0.28958,2.1557,0,0,1792,537,659,510
"357",6,2,2017,11,21,10,33,26.879,2,4,17,1.5085,0.3251,NA,0,1,1808,538,NA,NA
"358",6,2,2017,11,21,10,33,26.879,2,4,18,1.5108,0.31687,0.76092,0,0,1814,539,660,530
"359",6,2,2017,11,21,10,33,26.879,2,4,19,1.8176,0.30637,0.99075,0,0,1804,524,641,514
"360",6,2,2017,11,21,10,33,26.879,2,4,20,1.7948,0.33133,0.80355,0,0,1802,550,656,524
"361",7,2,2017,11,19,12,21,38.213,1,1,1,1.6476,NA,NA,1,0,1781,535,NA,NA
"362",7,2,2017,11,19,12,21,38.213,1,1,2,1.679,NA,NA,0,1,1797,535,NA,NA
"363",7,2,2017,11,19,12,21,38.213,1,1,3,1.6358,0.61845,NA,0,1,1815,540,NA,NA
"364",7,2,2017,11,19,12,21,38.213,1,1,4,1.9452,0.51714,1.1734,0,0,1807,551,658,525
"365",7,2,2017,11,19,12,21,38.213,1,1,5,1.2089,0.43866,1.5129,0,0,1803,543,664,532
"366",7,2,2017,11,19,12,21,38.213,1,1,6,1.7093,0.44237,1.11,0,0,1793,538,651,526
"367",7,2,2017,11,19,12,21,38.213,1,1,7,1.2362,0.83917,1.6236,0,0,1798,528,661,528
"368",7,2,2017,11,19,12,21,38.213,1,1,8,1.1194,0.64474,1.2988,0,0,1798,542,657,522
"369",7,2,2017,11,19,12,21,38.213,1,1,9,1.6073,0.48369,1.1376,0,0,1784,533,666,532
"370",7,2,2017,11,19,12,21,38.213,1,1,10,1.4501,0.50001,1.0889,0,0,1801,531,673,531
"371",7,2,2017,11,19,12,21,38.213,1,2,1,1.3477,0.5271,NA,0,1,1803,529,NA,NA
"372",7,2,2017,11,19,12,21,38.213,1,2,2,1.15,0.48915,1.0036,0,0,1798,539,662,542
"373",7,2,2017,11,19,12,21,38.213,1,2,3,1.5861,0.48135,1.0407,0,0,1810,541,660,539
"374",7,2,2017,11,19,12,21,38.213,1,2,4,1.2621,0.68044,1.3117,0,0,1796,530,673,529
"375",7,2,2017,11,19,12,21,38.213,1,2,5,1.0445,0.71586,1.552,0,0,1801,547,671,531
"376",7,2,2017,11,19,12,21,38.213,1,2,6,1.7549,0.51138,1.0481,0,0,1798,538,657,528
"377",7,2,2017,11,19,12,21,38.213,1,2,7,1.2428,0.67815,1.7293,0,0,1808,536,669,533
"378",7,2,2017,11,19,12,21,38.213,1,2,8,1.4424,0.53564,NA,0,1,1797,535,NA,NA
"379",7,2,2017,11,19,12,21,38.213,1,2,9,1.6878,0.40678,1.1627,0,0,1802,523,679,538
"380",7,2,2017,11,19,12,21,38.213,1,2,10,1.3592,0.58495,1.077,0,0,1816,546,684,524
"381",7,2,2017,11,19,12,21,38.213,1,2,11,1.7363,0.51994,1.2205,0,0,1813,539,668,532
"382",7,2,2017,11,19,12,21,38.213,1,2,12,1.3947,0.59201,1.2053,0,0,1808,542,665,535
"383",7,2,2017,11,19,12,21,38.213,1,2,13,1.6834,0.40852,1.2211,0,0,1819,538,673,532
"384",7,2,2017,11,19,12,21,38.213,1,2,14,1.704,0.44045,1.2393,0,0,1801,537,665,530
"385",7,2,2017,11,19,12,21,38.213,1,2,15,1.4423,0.69657,1.568,0,0,1813,545,663,527
"386",7,2,2017,11,19,12,21,38.213,1,2,16,1.0196,0.60262,1.0395,0,0,1806,543,680,514
"387",7,2,2017,11,19,12,21,38.213,1,2,17,1.3309,0.54398,1.4804,0,0,1800,534,674,519
"388",7,2,2017,11,19,12,21,38.213,1,2,18,1.4243,0.55784,1.4575,0,0,1799,540,670,520
"389",7,2,2017,11,19,12,21,38.213,1,2,19,1.2703,0.69276,1.4909,0,0,1800,535,667,530
"390",7,2,2017,11,19,12,21,38.213,1,2,20,1.1971,0.53406,1.2028,0,0,1806,537,666,521
"391",7,2,2017,11,19,12,21,38.213,1,3,1,1.8507,0.55304,NA,0,1,1788,545,NA,NA
"392",7,2,2017,11,19,12,21,38.213,1,3,2,1.5606,0.38908,1.0793,0,0,1803,537,683,568
"393",7,2,2017,11,19,12,21,38.213,1,3,3,1.9296,0.39998,1.2612,0,0,1794,537,647,586
"394",7,2,2017,11,19,12,21,38.213,1,3,4,1.6967,0.75031,1.6446,0,0,1795,535,634,537
"395",7,2,2017,11,19,12,21,38.213,1,3,5,1.5828,0.78203,1.2844,0,0,1818,540,669,563
"396",7,2,2017,11,19,12,21,38.213,1,3,6,1.8154,0.36836,1.2706,0,0,1801,531,643,543
"397",7,2,2017,11,19,12,21,38.213,1,3,7,1.879,0.77911,1.3723,0,0,1797,535,656,559
"398",7,2,2017,11,19,12,21,38.213,1,3,8,1.9889,0.62301,1.1094,0,0,1794,533,658,553
"399",7,2,2017,11,19,12,21,38.213,1,3,9,1.0005,0.5761,1.2156,0,0,1801,533,634,550
"400",7,2,2017,11,19,12,21,38.213,1,3,10,1.8654,0.41405,0.84816,0,0,1791,525,661,552
"401",7,2,2017,11,19,12,21,38.213,1,4,1,1.1239,0.42658,1.9652,0,0,1798,542,675,533
"402",7,2,2017,11,19,12,21,38.213,1,4,2,1.4904,0.42682,1.7734,0,0,1814,533,702,553
"403",7,2,2017,11,19,12,21,38.213,1,4,3,1.853,0.39483,1.0843,0,0,1803,538,697,520
"404",7,2,2017,11,19,12,21,38.213,1,4,4,1.8739,0.70076,1.601,0,0,1820,529,710,520
"405",7,2,2017,11,19,12,21,38.213,1,4,5,1.2703,0.51295,1.321,0,0,1819,533,678,509
"406",7,2,2017,11,19,12,21,38.213,1,4,6,1.2085,0.45016,1.366,0,0,1780,541,699,545
"407",7,2,2017,11,19,12,21,38.213,1,4,7,1.565,0.55585,1.3686,0,0,1781,540,667,520
"408",7,2,2017,11,19,12,21,38.213,1,4,8,1.6403,0.51902,1.0443,0,0,1820,552,650,538
"409",7,2,2017,11,19,12,21,38.213,1,4,9,1.417,0.65832,1.6616,0,0,1794,550,658,538
"410",7,2,2017,11,19,12,21,38.213,1,4,10,1.206,0.61894,1.7012,0,0,1784,545,662,531
"411",7,2,2017,11,19,12,21,38.213,1,4,11,1.9479,0.66409,1.3174,0,0,1784,549,660,507
"412",7,2,2017,11,19,12,21,38.213,1,4,12,1.0821,0.61841,NA,0,1,1796,521,NA,NA
"413",7,2,2017,11,19,12,21,38.213,1,4,13,1.1057,0.65021,1.5444,0,0,1801,530,657,527
"414",7,2,2017,11,19,12,21,38.213,1,4,14,1.142,0.61375,1.6166,0,0,1783,529,683,528
"415",7,2,2017,11,19,12,21,38.213,1,4,15,1.1665,0.45816,0.93336,0,0,1791,548,614,515
"416",7,2,2017,11,19,12,21,38.213,1,4,16,1.621,0.55015,1.2327,0,0,1780,560,671,511
"417",7,2,2017,11,19,12,21,38.213,1,4,17,1.5737,0.57251,1.4166,0,0,1815,520,663,524
"418",7,2,2017,11,19,12,21,38.213,1,4,18,1.0521,0.55314,1.6862,0,0,1785,558,674,525
"419",7,2,2017,11,19,12,21,38.213,1,4,19,1.9312,0.7212,1.7607,0,0,1784,544,668,535
"420",7,2,2017,11,19,12,21,38.213,1,4,20,1.7287,0.90963,NA,0,1,1780,540,NA,NA
"421",8,2,2017,11,16,17,34,7.674,1,1,1,1.8147,NA,NA,1,0,1810,538,NA,NA
"422",8,2,2017,11,16,17,34,7.674,1,1,2,1.9058,NA,NA,1,0,1798,529,NA,NA
"423",8,2,2017,11,16,17,34,7.674,1,1,3,1.127,NA,NA,1,0,1801,541,NA,NA
"424",8,2,2017,11,16,17,34,7.674,1,1,4,1.9134,1.0268,1.6817,0,0,1812,539,674,502
"425",8,2,2017,11,16,17,34,7.674,1,1,5,1.6324,0.44262,1.9973,0,0,1801,539,668,535
"426",8,2,2017,11,16,17,34,7.674,1,1,6,1.0975,1.1085,2.6047,0,0,1799,536,666,533
"427",8,2,2017,11,16,17,34,7.674,1,1,7,1.2785,0.48657,1.5113,0,0,1808,533,665,555
"428",8,2,2017,11,16,17,34,7.674,1,1,8,1.5469,NA,NA,1,0,1798,536,NA,NA
"429",8,2,2017,11,16,17,34,7.674,1,1,9,1.9575,0.56417,NA,0,1,1810,535,NA,NA
"430",8,2,2017,11,16,17,34,7.674,1,1,10,1.9649,0.45291,2.9434,0,0,1811,534,677,534
"431",8,2,2017,11,16,17,34,7.674,1,2,1,1.7513,0.49816,NA,0,1,1800,530,NA,NA
"432",8,2,2017,11,16,17,34,7.674,1,2,2,1.2551,0.34292,NA,0,1,1795,540,NA,NA
"433",8,2,2017,11,16,17,34,7.674,1,2,3,1.506,0.26422,1.5861,0,0,1801,530,664,542
"434",8,2,2017,11,16,17,34,7.674,1,2,4,1.6991,0.43099,NA,0,1,1798,535,NA,NA
"435",8,2,2017,11,16,17,34,7.674,1,2,5,1.8909,0.45339,1.5642,0,0,1808,529,657,541
"436",8,2,2017,11,16,17,34,7.674,1,2,6,1.9593,0.49874,2.0087,0,0,1802,534,671,539
"437",8,2,2017,11,16,17,34,7.674,1,2,7,1.5472,0.77786,NA,0,1,1799,538,NA,NA
"438",8,2,2017,11,16,17,34,7.674,1,2,8,1.1386,0.51891,1.6519,0,0,1810,530,666,544
"439",8,2,2017,11,16,17,34,7.674,1,2,9,1.1493,0.6819,2.1278,0,0,1812,533,672,538
"440",8,2,2017,11,16,17,34,7.674,1,2,10,1.2575,1.1985,2.2944,0,0,1801,536,676,542
"441",8,2,2017,11,16,17,34,7.674,1,2,11,1.8407,0.99052,2.5225,0,0,1811,537,670,538
"442",8,2,2017,11,16,17,34,7.674,1,2,12,1.2543,NA,NA,0,1,1806,534,NA,NA
"443",8,2,2017,11,16,17,34,7.674,1,2,13,1.8143,0.40543,1.6759,0,0,1797,533,664,542
"444",8,2,2017,11,16,17,34,7.674,1,2,14,1.2435,0.54489,1.7496,0,0,1794,544,665,540
"445",8,2,2017,11,16,17,34,7.674,1,2,15,1.9293,0.50868,2.0328,0,0,1803,534,673,535
"446",8,2,2017,11,16,17,34,7.674,1,2,16,1.35,0.61317,NA,0,1,1809,535,NA,NA
"447",8,2,2017,11,16,17,34,7.674,1,2,17,1.1966,0.66316,1.912,0,0,1809,530,670,540
"448",8,2,2017,11,16,17,34,7.674,1,2,18,1.2511,0.76407,2.0196,0,0,1804,533,667,542
"449",8,2,2017,11,16,17,34,7.674,1,2,19,1.616,0.74747,1.9963,0,0,1802,535,659,542
"450",8,2,2017,11,16,17,34,7.674,1,2,20,1.4733,0.67488,1.715,0,0,1802,534,664,542
"451",8,2,2017,11,16,17,34,7.674,1,3,1,1.1067,0.82626,1.9305,0,0,1807,529,629,566
"452",8,2,2017,11,16,17,34,7.674,1,3,2,1.9619,1.0476,2.0496,0,0,1807,531,660,512
"453",8,2,2017,11,16,17,34,7.674,1,3,3,1.0046,NA,NA,0,1,1804,535,NA,NA
"454",8,2,2017,11,16,17,34,7.674,1,3,4,1.7749,0.44009,0.9853,0,0,1807,542,697,532
"455",8,2,2017,11,16,17,34,7.674,1,3,5,1.8173,0.35885,1.2225,0,0,1810,534,694,500
"456",8,2,2017,11,16,17,34,7.674,1,3,6,1.8687,0.60404,1.5999,0,0,1804,543,659,494
"457",8,2,2017,11,16,17,34,7.674,1,3,7,1.0844,0.98046,1.8088,0,0,1811,530,681,492
"458",8,2,2017,11,16,17,34,7.674,1,3,8,1.3998,1.4446,2.6793,0,0,1806,537,637,494
"459",8,2,2017,11,16,17,34,7.674,1,3,9,1.2599,1.1368,1.9293,0,0,1797,527,670,542
"460",8,2,2017,11,16,17,34,7.674,1,3,10,1.8001,0.61186,1.0902,0,0,1801,543,663,543
"461",8,2,2017,11,16,17,34,7.674,1,4,1,1.547,0.33029,2.5724,0,0,1798,538,602,551
"462",8,2,2017,11,16,17,34,7.674,1,4,2,1.2963,0.6776,1.8037,0,0,1813,537,632,543
"463",8,2,2017,11,16,17,34,7.674,1,4,3,1.7447,0.61586,2.1017,0,0,1805,523,651,511
"464",8,2,2017,11,16,17,34,7.674,1,4,4,1.189,0.6053,1.8833,0,0,1807,536,658,560
"465",8,2,2017,11,16,17,34,7.674,1,4,5,1.6868,0.70816,1.5073,0,0,1800,543,645,556
"466",8,2,2017,11,16,17,34,7.674,1,4,6,1.1835,0.69213,1.4555,0,0,1814,532,637,587
"467",8,2,2017,11,16,17,34,7.674,1,4,7,1.3685,0.52434,1.243,0,0,1810,541,640,554
"468",8,2,2017,11,16,17,34,7.674,1,4,8,1.6256,0.59945,1.3482,0,0,1813,549,656,538
"469",8,2,2017,11,16,17,34,7.674,1,4,9,1.7802,0.51834,1.0486,0,0,1805,531,686,542
"470",8,2,2017,11,16,17,34,7.674,1,4,10,1.0811,0.6684,2.6935,0,0,1804,527,617,526
"471",8,2,2017,11,16,17,34,7.674,1,4,11,1.9294,0.3993,1.3785,0,0,1806,543,633,491
"472",8,2,2017,11,16,17,34,7.674,1,4,12,1.7757,0.52878,0.93492,0,0,1804,531,644,534
"473",8,2,2017,11,16,17,34,7.674,1,4,13,1.4868,0.63801,1.2408,0,0,1809,532,658,514
"474",8,2,2017,11,16,17,34,7.674,1,4,14,1.4359,0.63393,1.1128,0,0,1809,531,642,548
"475",8,2,2017,11,16,17,34,7.674,1,4,15,1.4468,0.63043,0.99333,0,0,1809,534,656,569
"476",8,2,2017,11,16,17,34,7.674,1,4,16,1.3063,0.77397,1.2951,0,0,1802,537,625,541
"477",8,2,2017,11,16,17,34,7.674,1,4,17,1.5085,0.57947,0.94182,0,0,1811,531,662,543
"478",8,2,2017,11,16,17,34,7.674,1,4,18,1.5108,0.50319,1.3087,0,0,1811,541,659,489
"479",8,2,2017,11,16,17,34,7.674,1,4,19,1.8176,0.5463,1.3165,0,0,1801,534,635,497
"480",8,2,2017,11,16,17,34,7.674,1,4,20,1.7948,0.49984,1.2769,0,0,1802,539,619,511
"481",9,2,2017,11,29,15,3,3.649,2,1,1,1.8147,0.45644,NA,0,1,1795,537,NA,NA
"482",9,2,2017,11,29,15,3,3.649,2,1,2,1.9058,0.51294,1.2621,0,0,1804,532,662,545
"483",9,2,2017,11,29,15,3,3.649,2,1,3,1.127,0.90775,1.4751,0,0,1794,536,639,567
"484",9,2,2017,11,29,15,3,3.649,2,1,4,1.9134,0.40451,1.4447,0,0,1791,531,658,565
"485",9,2,2017,11,29,15,3,3.649,2,1,5,1.6324,0.81647,1.3704,0,0,1812,537,675,596
"486",9,2,2017,11,29,15,3,3.649,2,1,6,1.0975,1.4795,2.6927,0,0,1792,532,675,570
"487",9,2,2017,11,29,15,3,3.649,2,1,7,1.2785,0.77924,1.0702,0,0,1802,535,650,533
"488",9,2,2017,11,29,15,3,3.649,2,1,8,1.5469,0.77295,1.8131,0,0,1790,533,654,572
"489",9,2,2017,11,29,15,3,3.649,2,1,9,1.9575,NA,NA,1,0,1820,544,NA,NA
"490",9,2,2017,11,29,15,3,3.649,2,1,10,1.9649,NA,NA,1,0,1808,531,NA,NA
"491",9,2,2017,11,29,15,3,3.649,2,2,1,1.7513,0.63584,1.0363,0,0,1795,534,687,554
"492",9,2,2017,11,29,15,3,3.649,2,2,2,1.2551,NA,NA,0,1,1793,533,NA,NA
"493",9,2,2017,11,29,15,3,3.649,2,2,3,1.506,0.54627,1.5721,0,0,1792,532,688,566
